"ISCED97","GEO","AGE","SEX","WSTATUS","UNIT","TIME","Value","Flag and Footnotes"
"Lower secondary or second stage of basic education (level 2)","FI1D","Total","Total","Employed persons","Number","2011","64,272",""
"Lower secondary or second stage of basic education (level 2)","FI2","Total","Total","Employed persons","Number","2011","3,723",""
"Lower secondary or second stage of basic education (level 2)","FI20","Total","Total","Employed persons","Number","2011","3,723",""
"Lower secondary or second stage of basic education (level 2)","FIZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","FIZZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","SE","Total","Total","Employed persons","Number","2011","406,010",""
"Lower secondary or second stage of basic education (level 2)","SE1","Total","Total","Employed persons","Number","2011","153,265",""
"Lower secondary or second stage of basic education (level 2)","SE11","Total","Total","Employed persons","Number","2011","86,830",""
"Lower secondary or second stage of basic education (level 2)","SE12","Total","Total","Employed persons","Number","2011","66,435",""
"Lower secondary or second stage of basic education (level 2)","SE2","Total","Total","Employed persons","Number","2011","182,561",""
"Lower secondary or second stage of basic education (level 2)","SE21","Total","Total","Employed persons","Number","2011","41,824",""
"Lower secondary or second stage of basic education (level 2)","SE22","Total","Total","Employed persons","Number","2011","55,333",""
"Lower secondary or second stage of basic education (level 2)","SE23","Total","Total","Employed persons","Number","2011","85,404",""
"Lower secondary or second stage of basic education (level 2)","SE3","Total","Total","Employed persons","Number","2011","70,184",""
"Lower secondary or second stage of basic education (level 2)","SE31","Total","Total","Employed persons","Number","2011","36,948",""
"Lower secondary or second stage of basic education (level 2)","SE32","Total","Total","Employed persons","Number","2011","15,533",""
"Lower secondary or second stage of basic education (level 2)","SE33","Total","Total","Employed persons","Number","2011","17,703",""
"Lower secondary or second stage of basic education (level 2)","SEZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","SEZZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","UK","Total","Total","Employed persons","Number","2011","7,379,340",""
"Lower secondary or second stage of basic education (level 2)","UKC","Total","Total","Employed persons","Number","2011","312,880",""
"Lower secondary or second stage of basic education (level 2)","UKC1","Total","Total","Employed persons","Number","2011","140,155",""
"Lower secondary or second stage of basic education (level 2)","UKC2","Total","Total","Employed persons","Number","2011","172,725",""
"Lower secondary or second stage of basic education (level 2)","UKD","Total","Total","Employed persons","Number","2011","859,765",""
"Lower secondary or second stage of basic education (level 2)","UKD1","Total","Total","Employed persons","Number","2011","67,415",""
"Lower secondary or second stage of basic education (level 2)","UKD3","Total","Total","Employed persons","Number","2011","328,885",""
"Lower secondary or second stage of basic education (level 2)","UKD4","Total","Total","Employed persons","Number","2011","179,145",""
"Lower secondary or second stage of basic education (level 2)","UKD6","Total","Total","Employed persons","Number","2011","103,985",""
"Lower secondary or second stage of basic education (level 2)","UKD7","Total","Total","Employed persons","Number","2011","180,330",""
"Lower secondary or second stage of basic education (level 2)","UKE","Total","Total","Employed persons","Number","2011","685,350",""
"Lower secondary or second stage of basic education (level 2)","UKE1","Total","Total","Employed persons","Number","2011","125,285",""
"Lower secondary or second stage of basic education (level 2)","UKE2","Total","Total","Employed persons","Number","2011","96,205",""
"Lower secondary or second stage of basic education (level 2)","UKE3","Total","Total","Employed persons","Number","2011","176,905",""
"Lower secondary or second stage of basic education (level 2)","UKE4","Total","Total","Employed persons","Number","2011","286,950",""
"Lower secondary or second stage of basic education (level 2)","UKF","Total","Total","Employed persons","Number","2011","603,765",""
"Lower secondary or second stage of basic education (level 2)","UKF1","Total","Total","Employed persons","Number","2011","272,605",""
"Lower secondary or second stage of basic education (level 2)","UKF2","Total","Total","Employed persons","Number","2011","233,795",""
"Lower secondary or second stage of basic education (level 2)","UKF3","Total","Total","Employed persons","Number","2011","97,365",""
"Lower secondary or second stage of basic education (level 2)","UKG","Total","Total","Employed persons","Number","2011","729,180",""
"Lower secondary or second stage of basic education (level 2)","UKG1","Total","Total","Employed persons","Number","2011","168,285",""
"Lower secondary or second stage of basic education (level 2)","UKG2","Total","Total","Employed persons","Number","2011","215,945",""
"Lower secondary or second stage of basic education (level 2)","UKG3","Total","Total","Employed persons","Number","2011","344,950",""
"Lower secondary or second stage of basic education (level 2)","UKH","Total","Total","Employed persons","Number","2011","787,545",""
"Lower secondary or second stage of basic education (level 2)","UKH1","Total","Total","Employed persons","Number","2011","319,275",""
"Lower secondary or second stage of basic education (level 2)","UKH2","Total","Total","Employed persons","Number","2011","213,900",""
"Lower secondary or second stage of basic education (level 2)","UKH3","Total","Total","Employed persons","Number","2011","254,370",""
"Lower secondary or second stage of basic education (level 2)","UKI","Total","Total","Employed persons","Number","2011","771,485",""
"Lower secondary or second stage of basic education (level 2)","UKI1","Total","Total","Employed persons","Number","2011","241,970",""
"Lower secondary or second stage of basic education (level 2)","UKI2","Total","Total","Employed persons","Number","2011","529,510",""
"Lower secondary or second stage of basic education (level 2)","UKJ","Total","Total","Employed persons","Number","2011","1,030,310",""
"Lower secondary or second stage of basic education (level 2)","UKJ1","Total","Total","Employed persons","Number","2011","263,400",""
"Lower secondary or second stage of basic education (level 2)","UKJ2","Total","Total","Employed persons","Number","2011","311,925",""
"Lower secondary or second stage of basic education (level 2)","UKJ3","Total","Total","Employed persons","Number","2011","227,980",""
"Lower secondary or second stage of basic education (level 2)","UKJ4","Total","Total","Employed persons","Number","2011","227,000",""
"Lower secondary or second stage of basic education (level 2)","UKK","Total","Total","Employed persons","Number","2011","647,800",""
"Lower secondary or second stage of basic education (level 2)","UKK1","Total","Total","Employed persons","Number","2011","286,660",""
"Lower secondary or second stage of basic education (level 2)","UKK2","Total","Total","Employed persons","Number","2011","159,135",""
"Lower secondary or second stage of basic education (level 2)","UKK3","Total","Total","Employed persons","Number","2011","63,445",""
"Lower secondary or second stage of basic education (level 2)","UKK4","Total","Total","Employed persons","Number","2011","138,560",""
"Lower secondary or second stage of basic education (level 2)","UKL","Total","Total","Employed persons","Number","2011","378,885",""
"Lower secondary or second stage of basic education (level 2)","UKL1","Total","Total","Employed persons","Number","2011","242,365",""
"Lower secondary or second stage of basic education (level 2)","UKL2","Total","Total","Employed persons","Number","2011","136,520",""
"Lower secondary or second stage of basic education (level 2)","UKM","Total","Total","Employed persons","Number","2011","357,095",""
"Lower secondary or second stage of basic education (level 2)","UKM2","Total","Total","Employed persons","Number","2011","122,280",""
"Lower secondary or second stage of basic education (level 2)","UKM3","Total","Total","Employed persons","Number","2011","168,305",""
"Lower secondary or second stage of basic education (level 2)","UKM5","Total","Total","Employed persons","Number","2011","31,790",""
"Lower secondary or second stage of basic education (level 2)","UKM6","Total","Total","Employed persons","Number","2011","34,720",""
"Lower secondary or second stage of basic education (level 2)","UKN","Total","Total","Employed persons","Number","2011","215,280",""
"Lower secondary or second stage of basic education (level 2)","UKN0","Total","Total","Employed persons","Number","2011","215,280",""
"Lower secondary or second stage of basic education (level 2)","UKZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","UKZZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","EFTA","Total","Total","Employed persons","Number","2011","1,099,798",""
"Lower secondary or second stage of basic education (level 2)","IS","Total","Total","Employed persons","Number","2011","55,187",""
"Lower secondary or second stage of basic education (level 2)","IS0","Total","Total","Employed persons","Number","2011","55,187",""
"Lower secondary or second stage of basic education (level 2)","IS00","Total","Total","Employed persons","Number","2011","55,187",""
"Lower secondary or second stage of basic education (level 2)","ISZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","ISZZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","LI","Total","Total","Employed persons","Number","2011","2,777",""
"Lower secondary or second stage of basic education (level 2)","LI0","Total","Total","Employed persons","Number","2011","2,777",""
"Lower secondary or second stage of basic education (level 2)","LI00","Total","Total","Employed persons","Number","2011","2,777",""
"Lower secondary or second stage of basic education (level 2)","LIZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","LIZZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","NO","Total","Total","Employed persons","Number","2011","500,222",""
"Lower secondary or second stage of basic education (level 2)","NO0","Total","Total","Employed persons","Number","2011","500,222",""
"Lower secondary or second stage of basic education (level 2)","NO01","Total","Total","Employed persons","Number","2011","97,314",""
"Lower secondary or second stage of basic education (level 2)","NO02","Total","Total","Employed persons","Number","2011","42,954",""
"Lower secondary or second stage of basic education (level 2)","NO03","Total","Total","Employed persons","Number","2011","101,157",""
"Lower secondary or second stage of basic education (level 2)","NO04","Total","Total","Employed persons","Number","2011","74,789",""
"Lower secondary or second stage of basic education (level 2)","NO05","Total","Total","Employed persons","Number","2011","86,242",""
"Lower secondary or second stage of basic education (level 2)","NO06","Total","Total","Employed persons","Number","2011","39,399",""
"Lower secondary or second stage of basic education (level 2)","NO07","Total","Total","Employed persons","Number","2011","58,208",""
"Lower secondary or second stage of basic education (level 2)","NOZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","NOZZ","Total","Total","Employed persons","Number","2011","159",""
"Lower secondary or second stage of basic education (level 2)","CH","Total","Total","Employed persons","Number","2011","541,612",""
"Lower secondary or second stage of basic education (level 2)","CH0","Total","Total","Employed persons","Number","2011","541,612",""
"Lower secondary or second stage of basic education (level 2)","CH01","Total","Total","Employed persons","Number","2011","106,197",""
"Lower secondary or second stage of basic education (level 2)","CH02","Total","Total","Employed persons","Number","2011","128,862",""
"Lower secondary or second stage of basic education (level 2)","CH03","Total","Total","Employed persons","Number","2011","68,076",""
"Lower secondary or second stage of basic education (level 2)","CH04","Total","Total","Employed persons","Number","2011","84,000",""
"Lower secondary or second stage of basic education (level 2)","CH05","Total","Total","Employed persons","Number","2011","82,862",""
"Lower secondary or second stage of basic education (level 2)","CH06","Total","Total","Employed persons","Number","2011","54,033",""
"Lower secondary or second stage of basic education (level 2)","CH07","Total","Total","Employed persons","Number","2011","17,581",""
"Lower secondary or second stage of basic education (level 2)","CHZ","Total","Total","Employed persons","Number","2011","0",""
"Lower secondary or second stage of basic education (level 2)","CHZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","BE","Total","Total","Employed persons","Number","2011","1,400,646",""
"Upper secondary education (level 3)","BE1","Total","Total","Employed persons","Number","2011","71,106",""
"Upper secondary education (level 3)","BE10","Total","Total","Employed persons","Number","2011","71,106",""
"Upper secondary education (level 3)","BE2","Total","Total","Employed persons","Number","2011","900,080",""
"Upper secondary education (level 3)","BE21","Total","Total","Employed persons","Number","2011","250,496",""
"Upper secondary education (level 3)","BE22","Total","Total","Employed persons","Number","2011","124,263",""
"Upper secondary education (level 3)","BE23","Total","Total","Employed persons","Number","2011","208,068",""
"Upper secondary education (level 3)","BE24","Total","Total","Employed persons","Number","2011","144,256",""
"Upper secondary education (level 3)","BE25","Total","Total","Employed persons","Number","2011","172,997",""
"Upper secondary education (level 3)","BE3","Total","Total","Employed persons","Number","2011","429,460",""
"Upper secondary education (level 3)","BE31","Total","Total","Employed persons","Number","2011","41,319",""
"Upper secondary education (level 3)","BE32","Total","Total","Employed persons","Number","2011","158,824",""
"Upper secondary education (level 3)","BE33","Total","Total","Employed persons","Number","2011","128,646",""
"Upper secondary education (level 3)","BE34","Total","Total","Employed persons","Number","2011","35,767",""
"Upper secondary education (level 3)","BE35","Total","Total","Employed persons","Number","2011","64,904",""
"Upper secondary education (level 3)","BEZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","BEZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","BG","Total","Total","Employed persons","Number","2011","1,513,801",""
"Upper secondary education (level 3)","BG3","Total","Total","Employed persons","Number","2011","746,795",""
"Upper secondary education (level 3)","BG31","Total","Total","Employed persons","Number","2011","168,395",""
"Upper secondary education (level 3)","BG32","Total","Total","Employed persons","Number","2011","175,246",""
"Upper secondary education (level 3)","BG33","Total","Total","Employed persons","Number","2011","184,180",""
"Upper secondary education (level 3)","BG34","Total","Total","Employed persons","Number","2011","218,974",""
"Upper secondary education (level 3)","BG4","Total","Total","Employed persons","Number","2011","767,006",""
"Upper secondary education (level 3)","BG41","Total","Total","Employed persons","Number","2011","466,223",""
"Upper secondary education (level 3)","BG42","Total","Total","Employed persons","Number","2011","300,783",""
"Upper secondary education (level 3)","BGZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","BGZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","CZ","Total","Total","Employed persons","Number","2011","3,185,341",""
"Upper secondary education (level 3)","CZ0","Total","Total","Employed persons","Number","2011","3,185,341",""
"Upper secondary education (level 3)","CZ01","Total","Total","Employed persons","Number","2011","332,714",""
"Upper secondary education (level 3)","CZ02","Total","Total","Employed persons","Number","2011","416,418",""
"Upper secondary education (level 3)","CZ03","Total","Total","Employed persons","Number","2011","387,537",""
"Upper secondary education (level 3)","CZ04","Total","Total","Employed persons","Number","2011","327,974",""
"Upper secondary education (level 3)","CZ05","Total","Total","Employed persons","Number","2011","472,773",""
"Upper secondary education (level 3)","CZ06","Total","Total","Employed persons","Number","2011","511,570",""
"Upper secondary education (level 3)","CZ07","Total","Total","Employed persons","Number","2011","376,507",""
"Upper secondary education (level 3)","CZ08","Total","Total","Employed persons","Number","2011","359,848",""
"Upper secondary education (level 3)","CZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","CZZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","DK","Total","Total","Employed persons","Number","2011","1,168,959",""
"Upper secondary education (level 3)","DK0","Total","Total","Employed persons","Number","2011","1,168,959",""
"Upper secondary education (level 3)","DK01","Total","Total","Employed persons","Number","2011","327,411",""
"Upper secondary education (level 3)","DK02","Total","Total","Employed persons","Number","2011","181,744",""
"Upper secondary education (level 3)","DK03","Total","Total","Employed persons","Number","2011","256,887",""
"Upper secondary education (level 3)","DK04","Total","Total","Employed persons","Number","2011","275,977",""
"Upper secondary education (level 3)","DK05","Total","Total","Employed persons","Number","2011","126,940",""
"Upper secondary education (level 3)","DKZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","DKZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","DE","Total","Total","Employed persons","Number","2011","19,034,960",""
"Upper secondary education (level 3)","DE1","Total","Total","Employed persons","Number","2011","2,505,540",""
"Upper secondary education (level 3)","DE11","Total","Total","Employed persons","Number","2011","919,510",""
"Upper secondary education (level 3)","DE12","Total","Total","Employed persons","Number","2011","621,870",""
"Upper secondary education (level 3)","DE13","Total","Total","Employed persons","Number","2011","528,970",""
"Upper secondary education (level 3)","DE14","Total","Total","Employed persons","Number","2011","435,180",""
"Upper secondary education (level 3)","DE2","Total","Total","Employed persons","Number","2011","3,269,400",""
"Upper secondary education (level 3)","DE21","Total","Total","Employed persons","Number","2011","1,026,180",""
"Upper secondary education (level 3)","DE22","Total","Total","Employed persons","Number","2011","349,670",""
"Upper secondary education (level 3)","DE23","Total","Total","Employed persons","Number","2011","308,680",""
"Upper secondary education (level 3)","DE24","Total","Total","Employed persons","Number","2011","296,190",""
"Upper secondary education (level 3)","DE25","Total","Total","Employed persons","Number","2011","424,030",""
"Upper secondary education (level 3)","DE26","Total","Total","Employed persons","Number","2011","365,260",""
"Upper secondary education (level 3)","DE27","Total","Total","Employed persons","Number","2011","499,390",""
"Upper secondary education (level 3)","DE3","Total","Total","Employed persons","Number","2011","608,860",""
"Upper secondary education (level 3)","DE30","Total","Total","Employed persons","Number","2011","608,860",""
"Upper secondary education (level 3)","DE4","Total","Total","Employed persons","Number","2011","659,560",""
"Upper secondary education (level 3)","DE40","Total","Total","Employed persons","Number","2011","659,560",""
"Upper secondary education (level 3)","DE5","Total","Total","Employed persons","Number","2011","126,070",""
"Upper secondary education (level 3)","DE50","Total","Total","Employed persons","Number","2011","126,070",""
"Upper secondary education (level 3)","DE6","Total","Total","Employed persons","Number","2011","323,940",""
"Upper secondary education (level 3)","DE60","Total","Total","Employed persons","Number","2011","323,940",""
"Upper secondary education (level 3)","DE7","Total","Total","Employed persons","Number","2011","1,310,660",""
"Upper secondary education (level 3)","DE71","Total","Total","Employed persons","Number","2011","770,790",""
"Upper secondary education (level 3)","DE72","Total","Total","Employed persons","Number","2011","244,510",""
"Upper secondary education (level 3)","DE73","Total","Total","Employed persons","Number","2011","295,370",""
"Upper secondary education (level 3)","DE8","Total","Total","Employed persons","Number","2011","450,460",""
"Upper secondary education (level 3)","DE80","Total","Total","Employed persons","Number","2011","450,460",""
"Upper secondary education (level 3)","DE9","Total","Total","Employed persons","Number","2011","1,854,240",""
"Upper secondary education (level 3)","DE91","Total","Total","Employed persons","Number","2011","356,750",""
"Upper secondary education (level 3)","DE92","Total","Total","Employed persons","Number","2011","468,380",""
"Upper secondary education (level 3)","DE93","Total","Total","Employed persons","Number","2011","413,750",""
"Upper secondary education (level 3)","DE94","Total","Total","Employed persons","Number","2011","615,370",""
"Upper secondary education (level 3)","DEA","Total","Total","Employed persons","Number","2011","3,677,830",""
"Upper secondary education (level 3)","DEA1","Total","Total","Employed persons","Number","2011","1,022,930",""
"Upper secondary education (level 3)","DEA2","Total","Total","Employed persons","Number","2011","825,870",""
"Upper secondary education (level 3)","DEA3","Total","Total","Employed persons","Number","2011","581,190",""
"Upper secondary education (level 3)","DEA4","Total","Total","Employed persons","Number","2011","457,870",""
"Upper secondary education (level 3)","DEA5","Total","Total","Employed persons","Number","2011","789,970",""
"Upper secondary education (level 3)","DEB","Total","Total","Employed persons","Number","2011","988,720",""
"Upper secondary education (level 3)","DEB1","Total","Total","Employed persons","Number","2011","380,080",""
"Upper secondary education (level 3)","DEB2","Total","Total","Employed persons","Number","2011","138,560",""
"Upper secondary education (level 3)","DEB3","Total","Total","Employed persons","Number","2011","470,080",""
"Upper secondary education (level 3)","DEC","Total","Total","Employed persons","Number","2011","232,890",""
"Upper secondary education (level 3)","DED","Total","Total","Employed persons","Number","2011","1,087,130",""
"Upper secondary education (level 3)","DED2","Total","Total","Employed persons","Number","2011","417,020",""
"Upper secondary education (level 3)","DED4","Total","Total","Employed persons","Number","2011","430,650",""
"Upper secondary education (level 3)","DED5","Total","Total","Employed persons","Number","2011","239,460",""
"Upper secondary education (level 3)","DEE","Total","Total","Employed persons","Number","2011","636,930",""
"Upper secondary education (level 3)","DEE0","Total","Total","Employed persons","Number","2011","636,930",""
"Upper secondary education (level 3)","DEF","Total","Total","Employed persons","Number","2011","674,970",""
"Upper secondary education (level 3)","DEF0","Total","Total","Employed persons","Number","2011","674,970",""
"Upper secondary education (level 3)","DEG","Total","Total","Employed persons","Number","2011","627,790",""
"Upper secondary education (level 3)","DEG0","Total","Total","Employed persons","Number","2011","627,790",""
"Upper secondary education (level 3)","DEZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","DEZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","EE","Total","Total","Employed persons","Number","2011","230,409",""
"Upper secondary education (level 3)","EE0","Total","Total","Employed persons","Number","2011","230,409",""
"Upper secondary education (level 3)","EE00","Total","Total","Employed persons","Number","2011","230,409",""
"Upper secondary education (level 3)","EEZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","EEZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","IE","Total","Total","Employed persons","Number","2011","531,500",""
"Upper secondary education (level 3)","IE0","Total","Total","Employed persons","Number","2011","531,500",""
"Upper secondary education (level 3)","IE01","Total","Total","Employed persons","Number","2011","141,779",""
"Upper secondary education (level 3)","IE02","Total","Total","Employed persons","Number","2011","389,721",""
"Upper secondary education (level 3)","IEZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","IEZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","EL","Total","Total","Employed persons","Number","2011","1,289,519",""
"Upper secondary education (level 3)","EL1","Total","Total","Employed persons","Number","2011","378,066",""
"Upper secondary education (level 3)","EL11","Total","Total","Employed persons","Number","2011","60,916",""
"Upper secondary education (level 3)","EL12","Total","Total","Employed persons","Number","2011","210,708",""
"Upper secondary education (level 3)","EL13","Total","Total","Employed persons","Number","2011","30,952",""
"Upper secondary education (level 3)","EL14","Total","Total","Employed persons","Number","2011","75,490",""
"Upper secondary education (level 3)","EL2","Total","Total","Employed persons","Number","2011","260,820",""
"Upper secondary education (level 3)","EL21","Total","Total","Employed persons","Number","2011","34,114",""
"Upper secondary education (level 3)","EL22","Total","Total","Employed persons","Number","2011","24,290",""
"Upper secondary education (level 3)","EL23","Total","Total","Employed persons","Number","2011","70,331",""
"Upper secondary education (level 3)","EL24","Total","Total","Employed persons","Number","2011","63,062",""
"Upper secondary education (level 3)","EL25","Total","Total","Employed persons","Number","2011","69,023",""
"Upper secondary education (level 3)","EL3","Total","Total","Employed persons","Number","2011","509,454",""
"Upper secondary education (level 3)","EL30","Total","Total","Employed persons","Number","2011","509,454",""
"Upper secondary education (level 3)","EL4","Total","Total","Employed persons","Number","2011","141,179",""
"Upper secondary education (level 3)","EL41","Total","Total","Employed persons","Number","2011","23,445",""
"Upper secondary education (level 3)","EL42","Total","Total","Employed persons","Number","2011","43,314",""
"Upper secondary education (level 3)","EL43","Total","Total","Employed persons","Number","2011","74,420",""
"Upper secondary education (level 3)","ELS","Total","Total","Employed persons","Number","2011",":",""
"Upper secondary education (level 3)","ELSS","Total","Total","Employed persons","Number","2011",":",""
"Upper secondary education (level 3)","ELZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","ELZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","ES","Total","Total","Employed persons","Number","2011","3,965,170",""
"Upper secondary education (level 3)","ES1","Total","Total","Employed persons","Number","2011","369,720",""
"Upper secondary education (level 3)","ES11","Total","Total","Employed persons","Number","2011","216,790",""
"Upper secondary education (level 3)","ES12","Total","Total","Employed persons","Number","2011","97,580",""
"Upper secondary education (level 3)","ES13","Total","Total","Employed persons","Number","2011","55,350",""
"Upper secondary education (level 3)","ES2","Total","Total","Employed persons","Number","2011","417,635",""
"Upper secondary education (level 3)","ES21","Total","Total","Employed persons","Number","2011","195,045",""
"Upper secondary education (level 3)","ES22","Total","Total","Employed persons","Number","2011","59,240",""
"Upper secondary education (level 3)","ES23","Total","Total","Employed persons","Number","2011","29,220",""
"Upper secondary education (level 3)","ES24","Total","Total","Employed persons","Number","2011","134,125",""
"Upper secondary education (level 3)","ES3","Total","Total","Employed persons","Number","2011","672,805",""
"Upper secondary education (level 3)","ES30","Total","Total","Employed persons","Number","2011","672,805",""
"Upper secondary education (level 3)","ES4","Total","Total","Employed persons","Number","2011","439,645",""
"Upper secondary education (level 3)","ES41","Total","Total","Employed persons","Number","2011","220,695",""
"Upper secondary education (level 3)","ES42","Total","Total","Employed persons","Number","2011","152,910",""
"Upper secondary education (level 3)","ES43","Total","Total","Employed persons","Number","2011","66,040",""
"Upper secondary education (level 3)","ES5","Total","Total","Employed persons","Number","2011","1,218,990",""
"Upper secondary education (level 3)","ES51","Total","Total","Employed persons","Number","2011","717,310",""
"Upper secondary education (level 3)","ES52","Total","Total","Employed persons","Number","2011","391,505",""
"Upper secondary education (level 3)","ES53","Total","Total","Employed persons","Number","2011","110,170",""
"Upper secondary education (level 3)","ES6","Total","Total","Employed persons","Number","2011","666,710",""
"Upper secondary education (level 3)","ES61","Total","Total","Employed persons","Number","2011","544,535",""
"Upper secondary education (level 3)","ES62","Total","Total","Employed persons","Number","2011","109,835",""
"Upper secondary education (level 3)","ES63","Total","Total","Employed persons","Number","2011","6,405",""
"Upper secondary education (level 3)","ES64","Total","Total","Employed persons","Number","2011","5,930",""
"Upper secondary education (level 3)","ES7","Total","Total","Employed persons","Number","2011","179,665",""
"Upper secondary education (level 3)","ES70","Total","Total","Employed persons","Number","2011","179,665",""
"Upper secondary education (level 3)","ESZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","ESZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","FR","Total","Total","Employed persons","Number","2011","12,369,217",""
"Upper secondary education (level 3)","FR1","Total","Total","Employed persons","Number","2011","1,846,131","u"
"Upper secondary education (level 3)","FR10","Total","Total","Employed persons","Number","2011","1,846,131","u"
"Upper secondary education (level 3)","FR2","Total","Total","Employed persons","Number","2011","2,205,267","u"
"Upper secondary education (level 3)","FR21","Total","Total","Employed persons","Number","2011","272,357","u"
"Upper secondary education (level 3)","FR22","Total","Total","Employed persons","Number","2011","385,459","u"
"Upper secondary education (level 3)","FR23","Total","Total","Employed persons","Number","2011","364,883","u"
"Upper secondary education (level 3)","FR24","Total","Total","Employed persons","Number","2011","540,193","u"
"Upper secondary education (level 3)","FR25","Total","Total","Employed persons","Number","2011","299,950","u"
"Upper secondary education (level 3)","FR26","Total","Total","Employed persons","Number","2011","342,426","u"
"Upper secondary education (level 3)","FR3","Total","Total","Employed persons","Number","2011","722,452","u"
"Upper secondary education (level 3)","FR30","Total","Total","Employed persons","Number","2011","722,452","u"
"Upper secondary education (level 3)","FR4","Total","Total","Employed persons","Number","2011","1,171,041","u"
"Upper secondary education (level 3)","FR41","Total","Total","Employed persons","Number","2011","509,088","u"
"Upper secondary education (level 3)","FR42","Total","Total","Employed persons","Number","2011","415,450","u"
"Upper secondary education (level 3)","FR43","Total","Total","Employed persons","Number","2011","246,503","u"
"Upper secondary education (level 3)","FR5","Total","Total","Employed persons","Number","2011","1,831,170","u"
"Upper secondary education (level 3)","FR51","Total","Total","Employed persons","Number","2011","768,220","u"
"Upper secondary education (level 3)","FR52","Total","Total","Employed persons","Number","2011","682,361","u"
"Upper secondary education (level 3)","FR53","Total","Total","Employed persons","Number","2011","380,589","u"
"Upper secondary education (level 3)","FR6","Total","Total","Employed persons","Number","2011","1,441,521","u"
"Upper secondary education (level 3)","FR61","Total","Total","Employed persons","Number","2011","678,303","u"
"Upper secondary education (level 3)","FR62","Total","Total","Employed persons","Number","2011","602,307","u"
"Upper secondary education (level 3)","FR63","Total","Total","Employed persons","Number","2011","160,911","u"
"Upper secondary education (level 3)","FR7","Total","Total","Employed persons","Number","2011","1,527,376","u"
"Upper secondary education (level 3)","FR71","Total","Total","Employed persons","Number","2011","1,233,643","u"
"Upper secondary education (level 3)","FR72","Total","Total","Employed persons","Number","2011","293,733","u"
"Upper secondary education (level 3)","FR8","Total","Total","Employed persons","Number","2011","1,379,207","u"
"Upper secondary education (level 3)","FR81","Total","Total","Employed persons","Number","2011","450,043","u"
"Upper secondary education (level 3)","FR82","Total","Total","Employed persons","Number","2011","870,019","u"
"Upper secondary education (level 3)","FR83","Total","Total","Employed persons","Number","2011","59,145","u"
"Upper secondary education (level 3)","FR9","Total","Total","Employed persons","Number","2011","245,052","u"
"Upper secondary education (level 3)","FR91","Total","Total","Employed persons","Number","2011","59,031","u"
"Upper secondary education (level 3)","FR92","Total","Total","Employed persons","Number","2011","59,192","u"
"Upper secondary education (level 3)","FR93","Total","Total","Employed persons","Number","2011","26,221","u"
"Upper secondary education (level 3)","FR94","Total","Total","Employed persons","Number","2011","100,608","u"
"Upper secondary education (level 3)","FRZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","FRZZ","Total","Total","Employed persons","Number","2011","0",""
"Upper secondary education (level 3)","HR","Total","Total","Employed persons","Number","2011","947,950",""
"Upper secondary education (level 3)","HR0","Total","Total","Employed persons","Number","2011","947,950",""
