TIME,GEO,UNIT,Value,Flag and Footnotes
2014,RO2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RO2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RO21,Percentage,:,
2014,RO21,Percentage of total population aged less than 60,3.8,
2014,RO21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RO21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RO22,Percentage,:,
2014,RO22,Percentage of total population aged less than 60,9.8,
2014,RO22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RO22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RO3,Percentage,:,
2014,RO3,Percentage of total population aged less than 60,6.6,
2014,RO3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RO3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RO31,Percentage,:,
2014,RO31,Percentage of total population aged less than 60,7.5,
2014,RO31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RO31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RO32,Percentage,:,
2014,RO32,Percentage of total population aged less than 60,5.6,
2014,RO32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RO32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RO4,Percentage,:,
2014,RO4,Percentage of total population aged less than 60,9.6,
2014,RO4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RO4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RO41,Percentage,:,
2014,RO41,Percentage of total population aged less than 60,7.4,
2014,RO41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RO41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RO42,Percentage,:,
2014,RO42,Percentage of total population aged less than 60,12,
2014,RO42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RO42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SI,Percentage,:,
2014,SI,Percentage of total population aged less than 60,8.7,
2014,SI,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SI,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SI03,Percentage,:,
2014,SI03,Percentage of total population aged less than 60,:,
2014,SI03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SI03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SI01,Percentage,:,
2014,SI01,Percentage of total population aged less than 60,9.9,
2014,SI01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SI01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SI04,Percentage,:,
2014,SI04,Percentage of total population aged less than 60,:,
2014,SI04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SI04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SI02,Percentage,:,
2014,SI02,Percentage of total population aged less than 60,7.3,
2014,SI02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SI02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SK,Percentage,:,
2014,SK,Percentage of total population aged less than 60,7.1,
2014,SK,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SK,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SK01,Percentage,:,
2014,SK01,Percentage of total population aged less than 60,1.9,
2014,SK01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SK01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SK02,Percentage,:,
2014,SK02,Percentage of total population aged less than 60,4.8,
2014,SK02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SK02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SK03,Percentage,:,
2014,SK03,Percentage of total population aged less than 60,9.3,
2014,SK03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SK03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SK04,Percentage,:,
2014,SK04,Percentage of total population aged less than 60,9.9,
2014,SK04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SK04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,FI,Percentage,:,
2014,FI,Percentage of total population aged less than 60,10,
2014,FI,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,FI,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,FI1,Percentage,:,
2014,FI1,Percentage of total population aged less than 60,10,
2014,FI1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,FI1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,FI13,Percentage,:,
2014,FI13,Percentage of total population aged less than 60,:,
2014,FI13,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,FI13,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,FI18,Percentage,:,
2014,FI18,Percentage of total population aged less than 60,:,
2014,FI18,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,FI18,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,FI19_20,Percentage,:,
2014,FI19_20,Percentage of total population aged less than 60,9.4,
2014,FI19_20,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,FI19_20,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,FI1A,Percentage,:,
2014,FI1A,Percentage of total population aged less than 60,:,
2014,FI1A,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,FI1A,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,FI1B,Percentage,:,
2014,FI1B,Percentage of total population aged less than 60,7.7,
2014,FI1B,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,FI1B,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,FI1C,Percentage,:,
2014,FI1C,Percentage of total population aged less than 60,10.6,
2014,FI1C,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,FI1C,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,FI1D,Percentage,:,
2014,FI1D,Percentage of total population aged less than 60,13,
2014,FI1D,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,FI1D,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE,Percentage,:,
2014,SE,Percentage of total population aged less than 60,9,
2014,SE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE1,Percentage,:,
2014,SE1,Percentage of total population aged less than 60,8.1,
2014,SE1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE11,Percentage,:,
2014,SE11,Percentage of total population aged less than 60,7.8,
2014,SE11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE12,Percentage,:,
2014,SE12,Percentage of total population aged less than 60,8.5,
2014,SE12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE2,Percentage,:,
2014,SE2,Percentage of total population aged less than 60,9.4,
2014,SE2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE21,Percentage,:,
2014,SE21,Percentage of total population aged less than 60,7.1,
2014,SE21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE22,Percentage,:,
2014,SE22,Percentage of total population aged less than 60,8.8,
2014,SE22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE23,Percentage,:,
2014,SE23,Percentage of total population aged less than 60,10.8,
2014,SE23,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE23,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE3,Percentage,:,
2014,SE3,Percentage of total population aged less than 60,10,
2014,SE3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE31,Percentage,:,
2014,SE31,Percentage of total population aged less than 60,11.1,
2014,SE31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE32,Percentage,:,
2014,SE32,Percentage of total population aged less than 60,11.9,
2014,SE32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,SE33,Percentage,:,
2014,SE33,Percentage of total population aged less than 60,6.8,
2014,SE33,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,SE33,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,UK,Percentage,:,
2014,UK,Percentage of total population aged less than 60,12.3,
2014,UK,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,UK,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,IS,Percentage,:,
2014,IS,Percentage of total population aged less than 60,4.9,
2014,IS,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,IS,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NO,Percentage,:,
2014,NO,Percentage of total population aged less than 60,5.9,
2014,NO,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NO,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NO01,Percentage,:,
2014,NO01,Percentage of total population aged less than 60,5.6,
2014,NO01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NO01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NO02,Percentage,:,
2014,NO02,Percentage of total population aged less than 60,8.1,
2014,NO02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NO02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NO03,Percentage,:,
2014,NO03,Percentage of total population aged less than 60,8,
2014,NO03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NO03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NO04,Percentage,:,
2014,NO04,Percentage of total population aged less than 60,4.9,
2014,NO04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NO04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NO05,Percentage,:,
2014,NO05,Percentage of total population aged less than 60,4.4,
2014,NO05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NO05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NO06,Percentage,:,
2014,NO06,Percentage of total population aged less than 60,6.4,
2014,NO06,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NO06,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,NO07,Percentage,:,
2014,NO07,Percentage of total population aged less than 60,6.1,
2014,NO07,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,NO07,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,CH,Percentage,:,
2014,CH,Percentage of total population aged less than 60,4.8,b
2014,CH,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,CH,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,CH01,Percentage,:,
2014,CH01,Percentage of total population aged less than 60,6.9,b
2014,CH01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,CH01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,CH02,Percentage,:,
2014,CH02,Percentage of total population aged less than 60,4.9,b
2014,CH02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,CH02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,CH03,Percentage,:,
2014,CH03,Percentage of total population aged less than 60,4.6,b
2014,CH03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,CH03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,CH04,Percentage,:,
2014,CH04,Percentage of total population aged less than 60,4.5,b
2014,CH04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,CH04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,CH05,Percentage,:,
2014,CH05,Percentage of total population aged less than 60,3.2,b
2014,CH05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,CH05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,CH06,Percentage,:,
2014,CH06,Percentage of total population aged less than 60,3.2,b
2014,CH06,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,CH06,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,CH07,Percentage,:,
2014,CH07,Percentage of total population aged less than 60,4.8,b
2014,CH07,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,CH07,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,MK,Percentage,:,
2014,MK,Percentage of total population aged less than 60,17.2,
2014,MK,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,MK,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RS,Percentage,:,
2014,RS,Percentage of total population aged less than 60,20.5,
2014,RS,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RS,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RS1,Percentage,:,
2014,RS1,Percentage of total population aged less than 60,18.6,
2014,RS1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RS1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,RS2,Percentage,:,
2014,RS2,Percentage of total population aged less than 60,22.5,
2014,RS2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,RS2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2014,TR,Percentage,:,
2014,TR,Percentage of total population aged less than 60,10.5,
2014,TR,Percentage of total population - upper boundary of the 95% confidence interval,:,
2014,TR,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,BE,Percentage,:,
2015,BE,Percentage of total population aged less than 60,14.9,
2015,BE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,BE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,BG,Percentage,:,
2015,BG,Percentage of total population aged less than 60,11.6,
2015,BG,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,BG,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,BG3,Percentage,:,
2015,BG3,Percentage of total population aged less than 60,13.9,
2015,BG3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,BG3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,BG31,Percentage,:,
2015,BG31,Percentage of total population aged less than 60,19.4,
2015,BG31,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,BG31,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,BG32,Percentage,:,
2015,BG32,Percentage of total population aged less than 60,13.3,
2015,BG32,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,BG32,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,BG33,Percentage,:,
2015,BG33,Percentage of total population aged less than 60,15.2,
2015,BG33,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,BG33,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,BG34,Percentage,:,
2015,BG34,Percentage of total population aged less than 60,9.4,
2015,BG34,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,BG34,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,BG4,Percentage,:,
2015,BG4,Percentage of total population aged less than 60,9.3,
2015,BG4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,BG4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,BG41,Percentage,:,
2015,BG41,Percentage of total population aged less than 60,5.4,
2015,BG41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,BG41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,BG42,Percentage,:,
2015,BG42,Percentage of total population aged less than 60,15.2,
2015,BG42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,BG42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,CZ,Percentage,:,
2015,CZ,Percentage of total population aged less than 60,6.8,
2015,CZ,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,CZ,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,CZ01,Percentage,:,
2015,CZ01,Percentage of total population aged less than 60,4,
2015,CZ01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,CZ01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,CZ02,Percentage,:,
2015,CZ02,Percentage of total population aged less than 60,4.2,
2015,CZ02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,CZ02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,CZ03,Percentage,:,
2015,CZ03,Percentage of total population aged less than 60,5,
2015,CZ03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,CZ03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,CZ04,Percentage,:,
2015,CZ04,Percentage of total population aged less than 60,14.1,
2015,CZ04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,CZ04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,CZ05,Percentage,:,
2015,CZ05,Percentage of total population aged less than 60,3.9,
2015,CZ05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,CZ05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,CZ06,Percentage,:,
2015,CZ06,Percentage of total population aged less than 60,4.5,
2015,CZ06,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,CZ06,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,CZ07,Percentage,:,
2015,CZ07,Percentage of total population aged less than 60,6.1,
2015,CZ07,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,CZ07,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,CZ08,Percentage,:,
2015,CZ08,Percentage of total population aged less than 60,15.4,
2015,CZ08,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,CZ08,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,DK,Percentage,:,
2015,DK,Percentage of total population aged less than 60,11.6,
2015,DK,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,DK,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,DK01,Percentage,:,
2015,DK01,Percentage of total population aged less than 60,13.8,
2015,DK01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,DK01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,DK02,Percentage,:,
2015,DK02,Percentage of total population aged less than 60,11.2,
2015,DK02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,DK02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,DK03,Percentage,:,
2015,DK03,Percentage of total population aged less than 60,9.7,
2015,DK03,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,DK03,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,DK04,Percentage,:,
2015,DK04,Percentage of total population aged less than 60,9.4,
2015,DK04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,DK04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,DK05,Percentage,:,
2015,DK05,Percentage of total population aged less than 60,15.1,
2015,DK05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,DK05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,DE,Percentage,:,
2015,DE,Percentage of total population aged less than 60,9.8,
2015,DE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,DE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EE,Percentage,:,
2015,EE,Percentage of total population aged less than 60,6.6,
2015,EE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,IE,Percentage,:,
2015,IE,Percentage of total population aged less than 60,18.7,
2015,IE,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,IE,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,IE04,Percentage,:,
2015,IE04,Percentage of total population aged less than 60,:,
2015,IE04,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,IE04,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,IE05,Percentage,:,
2015,IE05,Percentage of total population aged less than 60,:,
2015,IE05,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,IE05,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,IE06,Percentage,:,
2015,IE06,Percentage of total population aged less than 60,:,
2015,IE06,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,IE06,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,IE01,Percentage,:,
2015,IE01,Percentage of total population aged less than 60,:,
2015,IE01,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,IE01,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,IE02,Percentage,:,
2015,IE02,Percentage of total population aged less than 60,:,
2015,IE02,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,IE02,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL,Percentage,:,
2015,EL,Percentage of total population aged less than 60,16.8,
2015,EL,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL5,Percentage,:,
2015,EL5,Percentage of total population aged less than 60,17.6,
2015,EL5,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL5,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL51,Percentage,:,
2015,EL51,Percentage of total population aged less than 60,:,
2015,EL51,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL51,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL52,Percentage,:,
2015,EL52,Percentage of total population aged less than 60,:,
2015,EL52,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL52,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL53,Percentage,:,
2015,EL53,Percentage of total population aged less than 60,:,
2015,EL53,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL53,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL54,Percentage,:,
2015,EL54,Percentage of total population aged less than 60,:,
2015,EL54,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL54,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL6,Percentage,:,
2015,EL6,Percentage of total population aged less than 60,17.3,
2015,EL6,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL6,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL61,Percentage,:,
2015,EL61,Percentage of total population aged less than 60,:,
2015,EL61,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL61,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL62,Percentage,:,
2015,EL62,Percentage of total population aged less than 60,:,
2015,EL62,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL62,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL63,Percentage,:,
2015,EL63,Percentage of total population aged less than 60,:,
2015,EL63,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL63,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL64,Percentage,:,
2015,EL64,Percentage of total population aged less than 60,:,
2015,EL64,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL64,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL65,Percentage,:,
2015,EL65,Percentage of total population aged less than 60,:,
2015,EL65,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL65,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL3,Percentage,:,
2015,EL3,Percentage of total population aged less than 60,16.9,
2015,EL3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL30,Percentage,:,
2015,EL30,Percentage of total population aged less than 60,:,
2015,EL30,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL30,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL4,Percentage,:,
2015,EL4,Percentage of total population aged less than 60,13.2,
2015,EL4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL41,Percentage,:,
2015,EL41,Percentage of total population aged less than 60,:,
2015,EL41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL42,Percentage,:,
2015,EL42,Percentage of total population aged less than 60,:,
2015,EL42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,EL43,Percentage,:,
2015,EL43,Percentage of total population aged less than 60,:,
2015,EL43,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,EL43,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES,Percentage,:,
2015,ES,Percentage of total population aged less than 60,15.4,
2015,ES,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES1,Percentage,:,
2015,ES1,Percentage of total population aged less than 60,14.7,
2015,ES1,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES1,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES11,Percentage,:,
2015,ES11,Percentage of total population aged less than 60,13.8,
2015,ES11,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES11,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES12,Percentage,:,
2015,ES12,Percentage of total population aged less than 60,16.4,
2015,ES12,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES12,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES13,Percentage,:,
2015,ES13,Percentage of total population aged less than 60,15.5,
2015,ES13,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES13,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES2,Percentage,:,
2015,ES2,Percentage of total population aged less than 60,10.8,
2015,ES2,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES2,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES21,Percentage,:,
2015,ES21,Percentage of total population aged less than 60,14.3,
2015,ES21,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES21,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES22,Percentage,:,
2015,ES22,Percentage of total population aged less than 60,7.1,
2015,ES22,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES22,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES23,Percentage,:,
2015,ES23,Percentage of total population aged less than 60,10.4,
2015,ES23,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES23,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES24,Percentage,:,
2015,ES24,Percentage of total population aged less than 60,6.9,
2015,ES24,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES24,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES3,Percentage,:,
2015,ES3,Percentage of total population aged less than 60,10.5,
2015,ES3,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES3,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES30,Percentage,:,
2015,ES30,Percentage of total population aged less than 60,10.5,
2015,ES30,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES30,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES4,Percentage,:,
2015,ES4,Percentage of total population aged less than 60,16.7,
2015,ES4,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES4,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES41,Percentage,:,
2015,ES41,Percentage of total population aged less than 60,16.5,
2015,ES41,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES41,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES42,Percentage,:,
2015,ES42,Percentage of total population aged less than 60,15.6,
2015,ES42,Percentage of total population - upper boundary of the 95% confidence interval,:,
2015,ES42,Percentage of total population - lower boundary of the 95% confidence interval,:,
2015,ES43,Percentage,:,
